id,imdb_id,name,popularity,image_resource
36042,nm0001829,Rachel Ward,13.411,classpath:/static/images/celebs/img_36042.jpg
449,nm0059431,Jay Baruchel,13.401,classpath:/static/images/celebs/img_449.jpg
9594,nm0001684,Katharine Ross,13.4,classpath:/static/images/celebs/img_9594.jpg
17917,nm0000969,Lillo Brancato,13.394,classpath:/static/images/celebs/img_17917.jpg
1537768,nm3892241,Kim Tae-ri,13.39,classpath:/static/images/celebs/img_1537768.jpg
1949158,nm6840007,Ty Doran,13.389,classpath:/static/images/celebs/img_1949158.jpg
1223059,nm1444665,Jaime Murray,13.389,classpath:/static/images/celebs/img_1223059.jpg
37162,nm1206265,Susan Downey,13.388,classpath:/static/images/celebs/img_37162.jpg
4307,nm0015391,Claude Akins,13.388,classpath:/static/images/celebs/img_4307.jpg
17271,nm0746125,Brandon Routh,13.387,classpath:/static/images/celebs/img_17271.jpg
113,nm0000489,Christopher Lee,13.385,classpath:/static/images/celebs/img_113.jpg
98,nm0001631,Sarah Polley,13.384,classpath:/static/images/celebs/img_98.jpg
1737,nm0446314,David Patrick Kelly,13.382,classpath:/static/images/celebs/img_1737.jpg
32205,nm0281956,Brendan Fletcher,13.381,classpath:/static/images/celebs/img_32205.jpg
44038,nm0000262,Nancy Allen,13.371,classpath:/static/images/celebs/img_44038.jpg
5552,nm1321656,Stephen McFeely,13.361,classpath:/static/images/celebs/img_5552.jpg
1475647,nm5534096,Chris Wood,13.359,classpath:/static/images/celebs/img_1475647.jpg
1291350,nm1727825,Tony Revolori,13.357,classpath:/static/images/celebs/img_1291350.jpg
198150,nm0054697,Ike Barinholtz,13.354,classpath:/static/images/celebs/img_198150.jpg
11086,nm0000461,Michael Ironside,13.348,classpath:/static/images/celebs/img_11086.jpg
1729393,nm7370588,Jamie Flatters,13.347,classpath:/static/images/celebs/img_1729393.jpg
80591,nm0429069,Rashida Jones,13.346,classpath:/static/images/celebs/img_80591.jpg
6450,nm0001159,Faye Dunaway,13.342,classpath:/static/images/celebs/img_6450.jpg
2001085,nm9621862,Rabia Soytürk,13.338,classpath:/static/images/celebs/img_2001085.jpg
1245104,nm3316279,Lee Min-ho ,13.333,classpath:/static/images/celebs/img_1245104.jpg
5049,nm0000457,John Hurt,13.326,classpath:/static/images/celebs/img_5049.jpg
1163030,nm4199420,Aras Bulut İynemli,13.324,classpath:/static/images/celebs/img_1163030.jpg
41087,nm0005182,Leslie Mann,13.315,classpath:/static/images/celebs/img_41087.jpg
1571598,nm8044332,Ahn Hyo-Seop,13.314,classpath:/static/images/celebs/img_1571598.jpg
212,nm0189144,David Cross,13.312,classpath:/static/images/celebs/img_212.jpg
937,nm0001394,Derek Jacobi,13.31,classpath:/static/images/celebs/img_937.jpg
3052,nm0341737,Rachel Griffiths,13.31,classpath:/static/images/celebs/img_3052.jpg
15416,nm0557956,Richard Masur,13.309,classpath:/static/images/celebs/img_15416.jpg
14409,nm0001710,David Schwimmer,13.297,classpath:/static/images/celebs/img_14409.jpg
11824,nm0919991,Tom Welling,13.295,classpath:/static/images/celebs/img_11824.jpg
3010184,,Hee Jeong,13.294,classpath:/static/images/celebs/img_3010184.jpg
3094,nm0001735,Talia Shire,13.292,classpath:/static/images/celebs/img_3094.jpg
115974,nm1269723,Adam Pally,13.284,classpath:/static/images/celebs/img_115974.jpg
1533800,,Thomas Beaudoin,13.283,classpath:/static/images/celebs/img_1533800.jpg
1580650,nm3718425,Carla Díaz,13.282,classpath:/static/images/celebs/img_1580650.jpg
230660,nm3101617,Shioli Kutsuna,13.282,classpath:/static/images/celebs/img_230660.jpg
1681732,nm7885187,Noah Le Gros,13.282,classpath:/static/images/celebs/img_1681732.jpg
11108,nm0670408,Simon Pegg,13.28,classpath:/static/images/celebs/img_11108.jpg
140335,nm2498552,Kim You-jung,13.275,classpath:/static/images/celebs/img_140335.jpg
33654,nm0005227,Breckin Meyer,13.272,classpath:/static/images/celebs/img_33654.jpg
1089188,nm2897598,Evelyn Edwards,13.272,classpath:/static/images/celebs/img_1089188.jpg
11163,nm0768334,John Saxon,13.266,classpath:/static/images/celebs/img_11163.jpg
9137,nm0000250,Renée Zellweger,13.262,classpath:/static/images/celebs/img_9137.jpg
11703,nm0913488,Kerry Washington,13.256,classpath:/static/images/celebs/img_11703.jpg
1454946,nm2168927,Milana Vayntrub,13.256,classpath:/static/images/celebs/img_1454946.jpg
9191,nm0001758,Timothy Spall,13.256,classpath:/static/images/celebs/img_9191.jpg
74289,nm1119462,Amanda Righetti,13.255,classpath:/static/images/celebs/img_74289.jpg
110475,nm2322192,Brett Dier,13.253,classpath:/static/images/celebs/img_110475.jpg
16808,nm0777788,Matthias Schweighöfer,13.249,classpath:/static/images/celebs/img_16808.jpg
12077,nm0191906,Jim Cummings,13.249,classpath:/static/images/celebs/img_12077.jpg
1538879,nm4810527,Jett Klyne,13.244,classpath:/static/images/celebs/img_1538879.jpg
5025,nm0005416,Vinessa Shaw,13.243,classpath:/static/images/celebs/img_5025.jpg
11617,nm0059215,Mischa Barton,13.243,classpath:/static/images/celebs/img_11617.jpg
1364004,nm5290643,Tom Bateman,13.242,classpath:/static/images/celebs/img_1364004.jpg
200920,nm1083338,Amber Marshall,13.241,classpath:/static/images/celebs/img_200920.jpg
114254,nm1531585,Verónica Echegui,13.241,classpath:/static/images/celebs/img_114254.jpg
1918350,nm6757627,Heo Sung-tae,13.239,classpath:/static/images/celebs/img_1918350.jpg
134423,nm0648486,Timothy Omundson,13.238,classpath:/static/images/celebs/img_134423.jpg
2978,nm1540404,Max Minghella,13.23,classpath:/static/images/celebs/img_2978.jpg
1259367,nm8744091,Urassaya Sperbund,13.226,classpath:/static/images/celebs/img_1259367.jpg
161932,nm0711110,Jim Rash,13.226,classpath:/static/images/celebs/img_161932.jpg
4512,nm0000249,James Woods,13.221,classpath:/static/images/celebs/img_4512.jpg
444211,nm2645189,Shelley Hennig,13.219,classpath:/static/images/celebs/img_444211.jpg
90033,nm1425528,Aly Michalka,13.218,classpath:/static/images/celebs/img_90033.jpg
54729,nm0241173,Clark Duke,13.215,classpath:/static/images/celebs/img_54729.jpg
2059,nm0000284,Adam Baldwin,13.214,classpath:/static/images/celebs/img_2059.jpg
1428996,nm6911859,India Mullen,13.212,classpath:/static/images/celebs/img_1428996.jpg
59263,nm1401531,Diora Baird,13.207,classpath:/static/images/celebs/img_59263.jpg
2633677,nm5998211,Emilien Vekemans,13.203,classpath:/static/images/celebs/img_2633677.jpg
18658,nm0000477,Mia Kirshner,13.2,classpath:/static/images/celebs/img_18658.jpg
66606,nm0001841,George Wendt,13.198,classpath:/static/images/celebs/img_66606.jpg
2410230,nm10964538,Shaina West,13.197,classpath:/static/images/celebs/img_2410230.jpg
35472,nm1122026,Hilarie Burton,13.195,classpath:/static/images/celebs/img_35472.jpg
11850,nm0000298,Candice Bergen,13.195,classpath:/static/images/celebs/img_11850.jpg
87954,nm2020278,Scott Haze,13.192,classpath:/static/images/celebs/img_87954.jpg
936275,nm2976492,Aoi Yuki,13.189,classpath:/static/images/celebs/img_936275.jpg
116474,nm1204760,Kevin Alejandro,13.187,classpath:/static/images/celebs/img_116474.jpg
81287,nm0924204,Shannon Whirry,13.185,classpath:/static/images/celebs/img_81287.jpg
1685356,nm9140881,Isabel Arraiza,13.178,classpath:/static/images/celebs/img_1685356.jpg
231610,nm0619406,Parminder Nagra,13.178,classpath:/static/images/celebs/img_231610.jpg
66441,nm1506908,Talulah Riley,13.175,classpath:/static/images/celebs/img_66441.jpg
26974,nm1789336,Jessy Schram,13.161,classpath:/static/images/celebs/img_26974.jpg
74428,nm0005210,Tim McGraw,13.159,classpath:/static/images/celebs/img_74428.jpg
15905,nm0001477,Robyn Lively,13.155,classpath:/static/images/celebs/img_15905.jpg
1633001,nm8109082,Kristine Froseth,13.154,classpath:/static/images/celebs/img_1633001.jpg
1428295,nm6625833,Gustav Lindh,13.152,classpath:/static/images/celebs/img_1428295.jpg
27972,nm1242688,Josh Hutcherson,13.15,classpath:/static/images/celebs/img_27972.jpg
1428395,nm3148043,Jessica Lowe,13.146,classpath:/static/images/celebs/img_1428395.jpg
1520085,nm4026744,Adam Huber,13.144,classpath:/static/images/celebs/img_1520085.jpg
1954622,nm2906509,Ece Çeşmioğlu,13.13,classpath:/static/images/celebs/img_1954622.jpg
2025253,nm7263767,Mina El Hammani,13.127,classpath:/static/images/celebs/img_2025253.jpg
64439,nm1549063,Fan Bingbing,13.122,classpath:/static/images/celebs/img_64439.jpg
46423,nm0001882,Olivia d'Abo,13.12,classpath:/static/images/celebs/img_46423.jpg
1371,nm0920992,David Wenham,13.116,classpath:/static/images/celebs/img_1371.jpg
42174,nm0001464,Kay Lenz,13.115,classpath:/static/images/celebs/img_42174.jpg
221581,nm2313103,Rebel Wilson,13.113,classpath:/static/images/celebs/img_221581.jpg
5644,nm0487884,Alexandra Maria Lara,13.108,classpath:/static/images/celebs/img_5644.jpg
93801,nm0436778,Hiroshi Kamiya,13.106,classpath:/static/images/celebs/img_93801.jpg
19728,nm0001319,Mark Harmon,13.106,classpath:/static/images/celebs/img_19728.jpg
95047,nm0574615,Graham McTavish,13.103,classpath:/static/images/celebs/img_95047.jpg
2229,nm0001416,Catherine Keener,13.101,classpath:/static/images/celebs/img_2229.jpg
1081875,nm3771184,Joe Cole,13.099,classpath:/static/images/celebs/img_1081875.jpg
1039525,nm3827455,Lili Simmons,13.055,classpath:/static/images/celebs/img_1039525.jpg
149010,nm0114371,Orlando Brown,13.054,classpath:/static/images/celebs/img_149010.jpg
47625,nm1268047,Christina Cole,13.049,classpath:/static/images/celebs/img_47625.jpg
119783,nm1152798,Joseph Mawle,13.047,classpath:/static/images/celebs/img_119783.jpg
122408,nm1763620,Lee Joon-gi,13.044,classpath:/static/images/celebs/img_122408.jpg
115146,nm1069800,Dominique McElligott,13.042,classpath:/static/images/celebs/img_115146.jpg
10966,nm0746830,J.K. Rowling,13.041,classpath:/static/images/celebs/img_10966.jpg
450,nm1591496,Mike Colter,13.04,classpath:/static/images/celebs/img_450.jpg
593,nm0001026,Joanna Cassidy,13.039,classpath:/static/images/celebs/img_593.jpg
122889,nm2851530,Dane DeHaan,13.037,classpath:/static/images/celebs/img_122889.jpg
2146942,nm8463347,Freya Allan,13.037,classpath:/static/images/celebs/img_2146942.jpg
10731,nm0151250,Anna Chancellor,13.036,classpath:/static/images/celebs/img_10731.jpg
1525047,nm4223882,Dacre Montgomery,13.036,classpath:/static/images/celebs/img_1525047.jpg
67599,nm1227814,Vanessa Hudgens,13.033,classpath:/static/images/celebs/img_67599.jpg
15762,nm0152839,Tara Strong,13.031,classpath:/static/images/celebs/img_15762.jpg
404,nm0002124,Melora Hardin,13.031,classpath:/static/images/celebs/img_404.jpg
36097,nm0750478,Laurence Rupp,13.008,classpath:/static/images/celebs/img_36097.jpg
9626,nm0001800,Rip Torn,13.007,classpath:/static/images/celebs/img_9626.jpg
2450028,nm11748117,Jeff Satur,13.006,classpath:/static/images/celebs/img_2450028.jpg
1798860,nm5084446,Doralynn Mui,13.005,classpath:/static/images/celebs/img_1798860.jpg
56830,nm0510857,Brigitte Lin,13.004,classpath:/static/images/celebs/img_56830.jpg
8687,nm0564277,Chi McBride,13.002,classpath:/static/images/celebs/img_8687.jpg
52139,nm0532235,Seth MacFarlane,13.002,classpath:/static/images/celebs/img_52139.jpg
1937361,nm6096047,Alyzée Costes,12.997,classpath:/static/images/celebs/img_1937361.jpg
5139,nm0000387,Robert Englund,12.997,classpath:/static/images/celebs/img_5139.jpg
11109,nm0296545,Nick Frost,12.984,classpath:/static/images/celebs/img_11109.jpg
4177,nm0916617,Jake Weber,12.978,classpath:/static/images/celebs/img_4177.jpg
4201,nm0001431,Wayne Knight,12.976,classpath:/static/images/celebs/img_4201.jpg
20519,nm0945189,Simon Yam,12.974,classpath:/static/images/celebs/img_20519.jpg
1696482,nm4429082,Yang Zi,12.974,classpath:/static/images/celebs/img_1696482.jpg
965224,nm1740829,Thomas Robinson,12.971,classpath:/static/images/celebs/img_965224.jpg
53122,nm0000376,Fran Drescher,12.971,classpath:/static/images/celebs/img_53122.jpg
240,nm0000040,Stanley Kubrick,12.966,classpath:/static/images/celebs/img_240.jpg
1279279,nm4722966,Virginia Gardner,12.965,classpath:/static/images/celebs/img_1279279.jpg
1227717,nm2797744,Himesh Patel,12.959,classpath:/static/images/celebs/img_1227717.jpg
1466233,nm6914447,Chae Soo-bin,12.954,classpath:/static/images/celebs/img_1466233.jpg
1544194,nm0765299,Mimi Sarkisian,12.954,classpath:/static/images/celebs/img_1544194.jpg
1030513,nm4425051,Jack Quaid,12.948,classpath:/static/images/celebs/img_1030513.jpg
54014,nm0371342,David Hayman,12.947,classpath:/static/images/celebs/img_54014.jpg
3363708,nm13277317,Angela Morena,12.939,classpath:/static/images/celebs/img_3363708.jpg
57165,nm0384379,Jess Hill,12.936,classpath:/static/images/celebs/img_57165.jpg
1969653,,Melis Sezen,12.936,classpath:/static/images/celebs/img_1969653.jpg
6108,nm0698346,Emily Procter,12.933,classpath:/static/images/celebs/img_6108.jpg
56124,nm0951420,William Zabka,12.933,classpath:/static/images/celebs/img_56124.jpg
29541,nm0000356,Sybil Danning,12.933,classpath:/static/images/celebs/img_29541.jpg
65220,nm0005211,Danica McKellar,12.931,classpath:/static/images/celebs/img_65220.jpg
10713,nm0001385,Eric Idle,12.929,classpath:/static/images/celebs/img_10713.jpg
89545,nm0067754,Lisa Ann Beley,12.928,classpath:/static/images/celebs/img_89545.jpg
21163,nm0170550,Gary Cole,12.926,classpath:/static/images/celebs/img_21163.jpg
544797,nm0157785,Chin Siu-Ho,12.925,classpath:/static/images/celebs/img_544797.jpg
35028,nm1443740,Zoe Kazan,12.916,classpath:/static/images/celebs/img_35028.jpg
1684536,nm8071137,Iain Armitage,12.913,classpath:/static/images/celebs/img_1684536.jpg
1233560,nm1769806,Trevor Donovan,12.912,classpath:/static/images/celebs/img_1233560.jpg
1024395,nm3011350,Ma Dong-seok,12.9,classpath:/static/images/celebs/img_1024395.jpg
17306,nm0704270,Zachary Quinto,12.899,classpath:/static/images/celebs/img_17306.jpg
5470,nm0000218,Kristin Scott Thomas,12.898,classpath:/static/images/celebs/img_5470.jpg
559844,nm2142206,Akari Hoshino,12.897,classpath:/static/images/celebs/img_559844.jpg
1742596,nm5709125,Ritu Arya,12.893,classpath:/static/images/celebs/img_1742596.jpg
41089,nm0771414,Martin Starr,12.893,classpath:/static/images/celebs/img_41089.jpg
11867,nm0531095,Eric Mabius,12.891,classpath:/static/images/celebs/img_11867.jpg
145408,nm1284648,Kaan Urgancıoğlu,12.886,classpath:/static/images/celebs/img_145408.jpg
3232,nm0000956,Lisa Bonet,12.883,classpath:/static/images/celebs/img_3232.jpg
475512,nm2608689,Ellie Kemper,12.881,classpath:/static/images/celebs/img_475512.jpg
9599,nm0001458,Cloris Leachman,12.879,classpath:/static/images/celebs/img_9599.jpg
16757,nm0000047,Sophia Loren,12.877,classpath:/static/images/celebs/img_16757.jpg
6553,nm0000254,Isabelle Adjani,12.876,classpath:/static/images/celebs/img_6553.jpg
23446,nm0301274,Neil Gaiman,12.876,classpath:/static/images/celebs/img_23446.jpg
1543557,,Fathima Vijay Antony,12.872,classpath:/static/images/celebs/img_1543557.jpg
236695,nm3915784,John Boyega,12.87,classpath:/static/images/celebs/img_236695.jpg
52995,nm0001346,Edward Herrmann,12.87,classpath:/static/images/celebs/img_52995.jpg
3391,nm0000678,Kathleen Turner,12.87,classpath:/static/images/celebs/img_3391.jpg
934243,nm4296013,Halston Sage,12.869,classpath:/static/images/celebs/img_934243.jpg
1408809,nm4789912,Hannah John-Kamen,12.865,classpath:/static/images/celebs/img_1408809.jpg
141450,nm0809321,Mel Smith,12.857,classpath:/static/images/celebs/img_141450.jpg
26724,nm0874676,Eric Tsang,12.856,classpath:/static/images/celebs/img_26724.jpg
144344,nm2686957,Emily Cox,12.854,classpath:/static/images/celebs/img_144344.jpg
3229,nm0397124,Arliss Howard,12.851,classpath:/static/images/celebs/img_3229.jpg
1609347,nm5405979,Alex Høgh Andersen,12.85,classpath:/static/images/celebs/img_1609347.jpg
1362813,nm4862056,Niamh Algar,12.843,classpath:/static/images/celebs/img_1362813.jpg
4965,nm0001181,Jack Elam,12.843,classpath:/static/images/celebs/img_4965.jpg
643,nm0000084,Gong Li,12.842,classpath:/static/images/celebs/img_643.jpg
10580,nm1139632,Tracie Thoms,12.84,classpath:/static/images/celebs/img_10580.jpg
235731,nm4258553,Kim So-hyun,12.84,classpath:/static/images/celebs/img_235731.jpg
19144,nm0001147,Shannen Doherty,12.84,classpath:/static/images/celebs/img_19144.jpg
36662,nm1659547,Carey Mulligan,12.838,classpath:/static/images/celebs/img_36662.jpg
73128,nm2799457,Skylar Astin,12.837,classpath:/static/images/celebs/img_73128.jpg
154955,nm1642290,Danielle Savre,12.836,classpath:/static/images/celebs/img_154955.jpg
1462267,nm6410316,Yuina Kuroshima,12.834,classpath:/static/images/celebs/img_1462267.jpg
1180346,nm2810593,Anthony Carrigan,12.831,classpath:/static/images/celebs/img_1180346.jpg
1896,nm0000332,Don Cheadle,12.831,classpath:/static/images/celebs/img_1896.jpg
454,nm0671567,Michael Peña,12.828,classpath:/static/images/celebs/img_454.jpg
1215689,nm0151668,Christina Chang,12.827,classpath:/static/images/celebs/img_1215689.jpg
10884,nm0498449,Will Yun Lee,12.825,classpath:/static/images/celebs/img_10884.jpg
25934,nm0004770,David Boreanaz,12.822,classpath:/static/images/celebs/img_25934.jpg
59262,nm2088699,Robin Lord Taylor,12.822,classpath:/static/images/celebs/img_59262.jpg
106490,nm2640887,Stefanie Scott,12.821,classpath:/static/images/celebs/img_106490.jpg
1525617,nm7940302,Park So-jin,12.819,classpath:/static/images/celebs/img_1525617.jpg
1488052,nm7149890,Vanessa Grasse,12.818,classpath:/static/images/celebs/img_1488052.jpg
61186,nm2443758,Nicola Peltz,12.811,classpath:/static/images/celebs/img_61186.jpg
4784,nm0000368,Laura Dern,12.808,classpath:/static/images/celebs/img_4784.jpg
4273,nm0001250,Charlotte Gainsbourg,12.806,classpath:/static/images/celebs/img_4273.jpg
1607789,nm4852033,Ayden Mayeri,12.803,classpath:/static/images/celebs/img_1607789.jpg
9631,nm0835393,Carel Struycken,12.8,classpath:/static/images/celebs/img_9631.jpg
47953,nm0907427,Sonya Walger,12.799,classpath:/static/images/celebs/img_47953.jpg
1409121,nm6311645,Fumika Baba,12.797,classpath:/static/images/celebs/img_1409121.jpg
1463652,nm4699715,Madeleine Arthur,12.797,classpath:/static/images/celebs/img_1463652.jpg
42376,nm0565647,Zahn McClarnon,12.795,classpath:/static/images/celebs/img_42376.jpg
46928,nm0726360,Beth Riesgraf,12.794,classpath:/static/images/celebs/img_46928.jpg
2771759,,Max Saran Rujeerattanavorapan,12.791,classpath:/static/images/celebs/img_2771759.jpg
56117,nm0184392,Martin Kove,12.786,classpath:/static/images/celebs/img_56117.jpg
452,nm0553269,Margo Martindale,12.786,classpath:/static/images/celebs/img_452.jpg
32,nm0000705,Robin Wright,12.782,classpath:/static/images/celebs/img_32.jpg
1291506,nm4119074,Jordyn Negri,12.777,classpath:/static/images/celebs/img_1291506.jpg
64662,nm0150862,Dennis Chan Kwok-San,12.776,classpath:/static/images/celebs/img_64662.jpg
36666,nm0868476,Pip Torrens,12.775,classpath:/static/images/celebs/img_36666.jpg
1023483,nm3564817,Phoebe Waller-Bridge,12.775,classpath:/static/images/celebs/img_1023483.jpg
25129,nm0000467,Don Johnson,12.773,classpath:/static/images/celebs/img_25129.jpg
1473995,nm6518721,Darren Wang,12.772,classpath:/static/images/celebs/img_1473995.jpg
59603,nm0360559,Michael Hanrahan,12.771,classpath:/static/images/celebs/img_59603.jpg
183812,nm0641816,Jason O'Mara,12.766,classpath:/static/images/celebs/img_183812.jpg
124867,nm2919325,Lauri Tilkanen,12.76,classpath:/static/images/celebs/img_124867.jpg
56676,nm0919616,Michael Welch,12.76,classpath:/static/images/celebs/img_56676.jpg
55470,nm1002641,Dominic Cooper,12.759,classpath:/static/images/celebs/img_55470.jpg
1218281,nm1004211,Alana de la Garza,12.759,classpath:/static/images/celebs/img_1218281.jpg
85065,nm1925239,Jack O'Connell,12.755,classpath:/static/images/celebs/img_85065.jpg
94098,nm1843026,Gillian Jacobs,12.745,classpath:/static/images/celebs/img_94098.jpg
8872,nm0001548,Rick Moranis,12.745,classpath:/static/images/celebs/img_8872.jpg
12982,nm0134922,Peter Capaldi,12.738,classpath:/static/images/celebs/img_12982.jpg
57353,nm0333701,David Graf,12.737,classpath:/static/images/celebs/img_57353.jpg
28906,nm0000328,Richard Chamberlain,12.737,classpath:/static/images/celebs/img_28906.jpg
65196,nm1229204,Nadine Velazquez,12.736,classpath:/static/images/celebs/img_65196.jpg
63364,nm2244852,Brian Gleeson,12.735,classpath:/static/images/celebs/img_63364.jpg
8265,nm0383422,John Michael Higgins,12.734,classpath:/static/images/celebs/img_8265.jpg
350,nm0001473,Laura Linney,12.731,classpath:/static/images/celebs/img_350.jpg
1793,nm0001544,Ricardo Montalban,12.722,classpath:/static/images/celebs/img_1793.jpg
52605,nm0519456,Eva Longoria,12.722,classpath:/static/images/celebs/img_52605.jpg
79793,nm0366106,Margo Harshman,12.72,classpath:/static/images/celebs/img_79793.jpg
216986,nm1292661,Luke Hemsworth,12.716,classpath:/static/images/celebs/img_216986.jpg
999329,nm3172776,Kevin Hernandez,12.715,classpath:/static/images/celebs/img_999329.jpg
8602,nm0103797,Alice Braga,12.714,classpath:/static/images/celebs/img_8602.jpg
1017294,nm2584392,Tom Hopper,12.713,classpath:/static/images/celebs/img_1017294.jpg
35551,nm0004748,Julie Benz,12.708,classpath:/static/images/celebs/img_35551.jpg
2536169,,Pelageya Nevzorova,12.707,classpath:/static/images/celebs/img_2536169.jpg
1312526,nm4942550,Andrew Leung,12.706,classpath:/static/images/celebs/img_1312526.jpg
43775,nm0528331,Jane Lynch,12.702,classpath:/static/images/celebs/img_43775.jpg
1701993,nm9113439,Lee Joo-young,12.702,classpath:/static/images/celebs/img_1701993.jpg
29930,nm0587431,Ivana Miličević,12.701,classpath:/static/images/celebs/img_29930.jpg
12974,nm0502442,Leon,12.69,classpath:/static/images/celebs/img_12974.jpg
33663,nm0874339,Donald Trump,12.69,classpath:/static/images/celebs/img_33663.jpg
63474,nm0789478,Charles Shaughnessy,12.688,classpath:/static/images/celebs/img_63474.jpg
1427680,nm1557329,Jessica Rothe,12.684,classpath:/static/images/celebs/img_1427680.jpg
34759,nm0001359,Sterling Holloway,12.682,classpath:/static/images/celebs/img_34759.jpg
154000,nm0040591,Essence Atkins,12.679,classpath:/static/images/celebs/img_154000.jpg
11514,nm0001573,Catherine O'Hara,12.679,classpath:/static/images/celebs/img_11514.jpg
1266686,nm5426973,Yuriy Borisov,12.679,classpath:/static/images/celebs/img_1266686.jpg
19540,nm0191520,Peter Cullen,12.676,classpath:/static/images/celebs/img_19540.jpg
172069,nm1569276,Chadwick Boseman,12.675,classpath:/static/images/celebs/img_172069.jpg
933271,nm2016723,Eve Hewson,12.675,classpath:/static/images/celebs/img_933271.jpg
38581,nm0000337,Rachael Leigh Cook,12.668,classpath:/static/images/celebs/img_38581.jpg
74949,nm0570364,Joel McHale,12.668,classpath:/static/images/celebs/img_74949.jpg
1296667,nm4987686,Maaya Uchida,12.664,classpath:/static/images/celebs/img_1296667.jpg
21986,nm0005207,Reba McEntire,12.663,classpath:/static/images/celebs/img_21986.jpg
61363,nm1641117,Alex Pettyfer,12.663,classpath:/static/images/celebs/img_61363.jpg
16554,nm0001077,Richard Crenna,12.656,classpath:/static/images/celebs/img_16554.jpg
3034,nm0000397,Corey Feldman,12.652,classpath:/static/images/celebs/img_3034.jpg
1613823,nm6019545,Kim Jae-young,12.652,classpath:/static/images/celebs/img_1613823.jpg
234102,nm1799627,Maria Erwolter,12.647,classpath:/static/images/celebs/img_234102.jpg
18978,nm0004910,David Faustino,12.645,classpath:/static/images/celebs/img_18978.jpg
5528,nm0608440,William Moseley,12.64,classpath:/static/images/celebs/img_5528.jpg
1151410,nm3565962,Jessica Raine,12.637,classpath:/static/images/celebs/img_1151410.jpg
116882,nm0960912,Lyndsy Fonseca,12.631,classpath:/static/images/celebs/img_116882.jpg
2109,nm0000326,Kim Cattrall,12.631,classpath:/static/images/celebs/img_2109.jpg
1360010,nm5338858,Abby Ryder Fortson,12.629,classpath:/static/images/celebs/img_1360010.jpg
41229,nm0001236,Meg Foster,12.625,classpath:/static/images/celebs/img_41229.jpg
16165,nm0001484,Jon Lovitz,12.622,classpath:/static/images/celebs/img_16165.jpg
1791508,nm2821397,Freya Parker,12.621,classpath:/static/images/celebs/img_1791508.jpg
1768966,nm4755508,Asher Angel,12.62,classpath:/static/images/celebs/img_1768966.jpg
65236,nm0004966,Bill Goldberg,12.618,classpath:/static/images/celebs/img_65236.jpg
54415,nm1265802,Josh Gad,12.615,classpath:/static/images/celebs/img_54415.jpg
1758419,,Akemi Inoue,12.605,classpath:/static/images/celebs/img_1758419.jpg
21029,nm0121605,Billy Burke,12.605,classpath:/static/images/celebs/img_21029.jpg
36586,nm2103508,Paulina Gaitán,12.602,classpath:/static/images/celebs/img_36586.jpg
120617,nm1404825,Vanessa Marano,12.6,classpath:/static/images/celebs/img_120617.jpg
65529,nm0065942,Irene Bedard,12.597,classpath:/static/images/celebs/img_65529.jpg
77880,nm2796047,Josh Dallas,12.597,classpath:/static/images/celebs/img_77880.jpg
15576,nm0532193,Matthew Macfadyen,12.597,classpath:/static/images/celebs/img_15576.jpg
2140103,nm10359364,Esther Yu,12.597,classpath:/static/images/celebs/img_2140103.jpg
11023,nm0039162,Shawn Ashmore,12.586,classpath:/static/images/celebs/img_11023.jpg
87295,nm0001298,Richard Grieco,12.581,classpath:/static/images/celebs/img_87295.jpg
1834241,nm9067237,Kim Se-jeong,12.581,classpath:/static/images/celebs/img_1834241.jpg
588175,nm1046521,Lars Ranthe,12.581,classpath:/static/images/celebs/img_588175.jpg
4756,nm0000111,Matthew Broderick,12.579,classpath:/static/images/celebs/img_4756.jpg
1550587,nm6150071,Tomer Capone,12.578,classpath:/static/images/celebs/img_1550587.jpg
25872,nm0364977,Laura Harris,12.577,classpath:/static/images/celebs/img_25872.jpg
107905,nm2595502,Birce Akalay,12.576,classpath:/static/images/celebs/img_107905.jpg
59841,nm0909768,Matt Walsh,12.576,classpath:/static/images/celebs/img_59841.jpg
72855,nm0428065,Felicity Jones,12.575,classpath:/static/images/celebs/img_72855.jpg
4252,nm0001724,Tony Shalhoub,12.574,classpath:/static/images/celebs/img_4252.jpg
1786479,nm8264557,Alice Pagani,12.572,classpath:/static/images/celebs/img_1786479.jpg
587438,nm2421211,Chris Coy,12.57,classpath:/static/images/celebs/img_587438.jpg
1937,nm0001682,Mickey Rooney,12.568,classpath:/static/images/celebs/img_1937.jpg
62547,nm0860749,Susanna Thompson,12.565,classpath:/static/images/celebs/img_62547.jpg
20005,nm0446702,Moira Kelly,12.562,classpath:/static/images/celebs/img_20005.jpg
134774,nm2148911,Wunmi Mosaku,12.562,classpath:/static/images/celebs/img_134774.jpg
60458,nm1882929,Liana Liberato,12.562,classpath:/static/images/celebs/img_60458.jpg
1588454,nm2442560,Manon Azem,12.561,classpath:/static/images/celebs/img_1588454.jpg
2256046,nm8159209,Natasha Culzac,12.561,classpath:/static/images/celebs/img_2256046.jpg
1392665,nm6645738,Karolina Szymczak,12.559,classpath:/static/images/celebs/img_1392665.jpg
1369333,nm0751880,Amy Rutberg,12.557,classpath:/static/images/celebs/img_1369333.jpg
16896,nm0001258,James Garner,12.557,classpath:/static/images/celebs/img_16896.jpg
